店名,住所
ＣＬＵＢＳＥＧＡ藤井寺,大阪府藤井寺市沢田１丁目２０－８ＣＬＵＢＳＥＧＡ藤井寺
セガ新三国アルゴ7店,大阪府豊中市神州町１－１５セガ新三国アルゴ７
モーリーファンタジー曽根店,大阪府豊中市曽根東町3-3-1ダイエー曽根
チャイルズ　貝塚店,大阪府貝塚市小瀬９１－１ユニチカオークタウン貝塚
モーリーファンタジー貝塚店,大阪府貝塚市地蔵堂７４－２イオン貝塚
モーリーファンタジー古川橋駅前店,大阪府門真市末広町４１－２ダイエー古川橋駅前
モーリーファンタジー摂津富田店,大阪府高槻市大畑町13-1ダイエー摂津富田2F
モーリーファンタジー高槻店,大阪府高槻市萩之庄３－４７－２イオン高槻３階
ラウンドワンスタジアム高槻店,大阪府高槻市辻子３丁目６番４号ラウンドワンスタジアム高槻
平和堂アル・プラザ高槻,大阪府高槻市芥川町１－２C－２０１アクトアモーレ
モーリーファンタジー竜野店,兵庫県たつの市龍野町堂本字五反田250-1イオン竜野3階
モーリーファンタジー三木店,兵庫県三木市大村字砂１６３イオン三木３階
ハローズガーデン新三田店,兵庫県三田市けやき台１－６－４イオン三田ウッディタウンイオン２
プラザパル三田店,兵庫県三田市けやき台１－６－２イオン三田ウッディタウン一番館３階
JOYPOINTNISHIDAYA氷上店,兵庫県丹波市氷上町本郷３００ゆめタウン氷上１Ｆ
アミューズメントパーク宝島氷上店,兵庫県丹波市氷上町本郷３００ゆめタウン氷上２階
カリヨンパークＮＩＣＯＰＡ,兵庫県伊丹市池尻４－１－１イオン伊丹昆陽４階
モーリーファンタジー伊丹店,兵庫県伊丹市藤ノ木１－１－１イオン伊丹３階
モーリーファンタジー伊丹昆陽店,兵庫県伊丹市池尻４－１番１イオン伊丹昆陽
レインボーランド昆陽店,兵庫県伊丹市池尻１－１イズミヤ昆陽
namcoニッケパークタウン加古川店,兵庫県加古川市加古川町寺家町173-1
アミパラ加古川店,兵庫県加古川市尾上町今福７１－２アミパラ加古川
イオン加古川店,兵庫県加古川市平岡町新在家６１５－１イオン加古川
遊スペーススプラ（メガコート）,兵庫県加古川市尾上町安田３５１－１メガコート加古川
モーリーファンタジー社店,兵庫県加東市社１１２６－１イオン社２階
モーリーファンタジー・f加西北条店,兵庫県加西市北条町北条308-1イオン加西北条
モーリーファンタジー南淡路店,兵庫県南あわじ市賀集八幡北字東内３７８－１イオン南淡路１階
namcoイオンモール姫路リバーシティー,兵庫県姫路市飾磨区細江５２０番地姫路イオンモール姫路リバーシティ２階
ふぇすたらんど広畑店,兵庫県姫路市広畑区吾妻町３－２９－２マルナカ広畑２階ゲ－ムコ－ナ－
イトーヨーカドー広畑店,兵庫県姫路市広畑区夢前町１－１イトーヨーカドー広畑
ザ・モール姫路店キッズ・パーク,兵庫県姫路市神子岡前３－１２－１７西友ザ・モール姫路
ハローズガーデン姫路店,兵庫県姫路市増位本町２－１２－１０イオン姫路２階
モーリーファンタジー姫路リバーシティ店,兵庫県姫路市飾磨区細江２５６０番地イオンモール姫路リバーシティ２階
モーリーファンタジー姫路大津店,兵庫県姫路市大津区大津町２丁目５番イオンモール姫路大津２階
西友ザ・モール姫路店,兵庫県姫路市神子岡前３－１２－１７西友ザ・モール姫路
モーリーファンタジー山崎店,兵庫県宍粟市山崎町中井字城下１０イオン山崎３階
モーリーファンタジー宝塚中山店,兵庫県宝塚市売布東の町21-22ダイエー宝塚中山
ゲームパーク小野店,兵庫県小野市王子町８６８－１イオン小野２階
JOYPOINTNISHIDAYA三和店,兵庫県尼崎市神田南通３－８３三和本通商街
セガあまがさきキューズモール,兵庫県尼崎市潮江１－３－１あまがさきキューズモール４Ｆ
セガワールドつかしん,兵庫県尼崎市塚口本町４－８－１つかしん
タイトーステーション尼崎つかしん店,兵庫県尼崎市塚口本町４丁目８番地１号つかしん３階
モーリーファンタジー尼崎店,兵庫県尼崎市次屋３－１３－１８イオン尼崎２階
平和堂アル・プラザあまがさき,兵庫県尼崎市潮江１－３－１あまがさきキューズモール
モーリーファンタジー川西店,兵庫県川西市多田桜木1-1-1ダイエー川西
きゃらんどスーパーシティ明石店,兵庫県明石市二見町西二見駅前１－１８イトーヨーカドー明石３Ｆ
ふぇすたらんど土山店,兵庫県明石市魚住町清水字舞々２２０８－１イオン土山
イトーヨーカドー明石店,兵庫県明石市二見町西二見駅前１－１８イトーヨーカドー明石
セガ明石,兵庫県明石市魚住町清水2464-1ドライブインながさわ
トイザらス明石店,兵庫県明石市東仲ノ町６－１アスピア明石３Ｆ
モーリーファンタジー明石店,兵庫県明石市大久保町ゆりのき通り２－３－１イオン明石ショッピングセンター３階
モーリーファンタジー和田山店,兵庫県朝来市和田山町枚田岡７７４イオン和田山２階
モーリーファンタジー洲本店,兵庫県洲本市塩屋１－１－８イオン洲本
アル・クリオゲームコーナー,兵庫県淡路市志筑新島１０番地の３イオン淡路３Ｆゲームコーナー
アルゴ,兵庫県神戸市中央区下山手通１－１－８アルゴ
セガフェニックスプラザ摩耶,兵庫県神戸市灘区味泥町６－１フェニックスプラザ摩耶１Ｆ
セガ神戸umieサウスモール,兵庫県神戸市中央区東川崎町１－７－４神戸ハーバーランド
タイトーFステーション三宮,兵庫県神戸市中央区三宮町２－１１－１神戸センタープラザ３Ｆ
タイトーＦステーション神戸店,兵庫県神戸市中央区脇浜海岸通２－２－２ブルメールＨＡＴ神戸２階
メガパレス遊スペースアローズ,兵庫県神戸市西区丸塚２－９－１８メガパレス２階
モーリーファンタジージェームス山店,兵庫県神戸市垂水区青山台７－７－１イオンゲームス山１階
モーリーファンタジー名谷店,兵庫県神戸市須磨区中落合2-2-2ダイエー名谷
モーリーファンタジー板宿店,兵庫県神戸市須磨区前池町3-4-1ダイエー板宿
モーリーファンタジー湊川店,兵庫県神戸市兵庫区荒田町2-18-20ダイエー湊川3F
モーリーファンタジー甲南店,兵庫県神戸市東灘区本山南町8-7-18ダイエー甲南
モーリーファンタジー神戸北店,兵庫県神戸市北区上津台８－１－１イオン神戸北
モーリーファンタジー舞子店,兵庫県神戸市垂水区舞子台6-20-17ダイエー舞子2F
モーリーファンタジー藤原台店,兵庫県神戸市北区藤原台中町１－２－２ダイエー藤原台
モーリーファンタジー西神中央店,兵庫県神戸市西区糀台5-3-4ダイエー西神中央3F
モーリーファンタジー長田南店,兵庫県神戸市長田区東尻池新町１－２０イオン長田南ショッピングセンター２階
レインボーランド神戸玉津店,兵庫県神戸市西区森友３丁目７－３イズミヤ神戸玉津２階
楽市楽座イオンモール神戸北店,兵庫県神戸市北区上津台８－１－１イオン神戸北３階
モーリーファンタジー篠山店,兵庫県篠山市杉265-1バザールタウン篠山2F
PALO甲子園店,兵庫県西宮市甲子園高潮町3-3ダイエー甲子園
イトーヨーカドー甲子園店,兵庫県西宮市甲子園八番町１－１００イトーヨーカドー甲子園
キッズパーク西宮,兵庫県西宮市浜松原町２１－１マルナカ西宮２Ｆ
セガららぽーと甲子園,兵庫県西宮市甲子園８番町１番地１００ららぽーと甲子園
モーリーファンタジー西宮店,兵庫県西宮市林田町2-24ダイエー西宮2F
アイティ豊岡キッズ・パーク,兵庫県豊岡市大手町４－５アイティ豊岡
プラボ豊岡店,兵庫県豊岡市中陰字大工６１７　３Fプラボ豊岡
イオン赤穂店,兵庫県赤穂市中広別所５５－３イオン赤穂
イオン赤穂店ファミリーランド,兵庫県赤穂市中広字別所５５－３イオン赤穂２Ｆファミリーランド内
モーリーファンタジー高砂店,兵庫県高砂市緑丘２丁目１－４０イオン高砂２階
モーリーファンタジー猪名川店,兵庫県川辺郡猪名川町白金２－１イオン猪名川３階
アピタ大和郡山店,奈良県大和郡山市田中町宮西５１７アピタ大和郡山
ハローズガーデン大和郡山店,奈良県大和郡山市田中町宮西５１７番地アピタ大和郡山２階
モーリーファンタジー大和郡山店,奈良県大和郡山市下三橋町７４１イオンモール郡山
楽市楽座イオンモール大和郡山店,奈良県大和郡山市下三橋町７４１イオンモール郡山３階
モーリーファンタジー大和高田店,奈良県大和高田市幸町3番地6オークタウン大和高田5F
モーリーファンタジー天理店,奈良県天理市東井戸堂町３８１イオンタウン天理１階
イトーヨーカドー奈良店,奈良県奈良市二条大路南１－３－１イトーヨーカドー奈良
ザ・ビッグエクストラ大安寺店,奈良県奈良市南京終町１－１２８－１イオンタウン大安寺
プレイランド奈良,奈良県奈良市二条大路南１丁目３番１号イトーヨーカドー奈良３階
近鉄百貨店奈良店6階玩具売場,奈良県奈良市西大寺東町2-4-1
スーパーセンターオークワ御所店,奈良県御所市室１１８５－２スーパーセンターオークワ御所
モーリーファンタジー桜井店,奈良県桜井市上之庄２７８－１イオン桜井２階
SOYUGameField奈良橿原店,奈良県橿原市曲川町７－２０－１イオンモール橿原３階
アミパラ橿原店,奈良県橿原市十市町1222-1
トイザらス奈良橿原店,奈良県橿原市曲川町７－２０－１－２０１イオンモール橿原２Ｆ
モーリーファンタジー橿原店,奈良県橿原市曲川町7-20-1イオンモール橿原2階
アミューズメントパーク奈良登美ヶ丘店,奈良県生駒市鹿畑町３０２７イオン奈良登美ヶ丘ＳＣ専門店街３階
モーリーファンタジー登美ヶ丘店,奈良県生駒市鹿畑町３０２７番地イオン奈良登美ヶ丘２階
アピタ西大和店,奈良県北葛城郡上牧町大字上牧３０００－１アピタ西大和
アピタ西大和店ゲームコーナー,奈良県北葛城郡上牧町大字上牧３０００－１アピタ西大和
レインボーランド広陵店,奈良県北葛城郡広陵町大字安部４５０番地１イズミヤ広陵
西友王寺店,奈良県北葛城郡王寺町久度２－２－１リーベル王寺
にこぱガーデンパーク和歌山店,和歌山県和歌山市松江向鵜の島１４６９－１ガーデンパーク和歌山２階
ゲームピタゴラス,和歌山県和歌山市土入７３－１和歌山グランドボウル
タイトーFステーション和歌山,和歌山県和歌山市小雑賀８０５番１オークワスーパーセンターセントラルシティ和歌山
パームシティ和歌山ナムコランド,和歌山県和歌山市中野３１－１オークワパ－ムシティ和歌山２Ｆ
モーリーファンタジー和歌山店,和歌山県和歌山市中字楠谷５７３番地イオン和歌山３階
ユーズランド和歌山店,和歌山県和歌山市中字楠谷５７３番地イオン和歌山
レインボーランド和歌山店,和歌山県和歌山市新生町７－２０イズミヤ和歌山２階
レインボーランド紀伊川辺,和歌山県和歌山市川辺220番イズミヤ紀伊川辺店内
オークワミレニアシティ岩出店,和歌山県岩出市中迫１４７ミレニアシティ岩出
ドナリアコット岩出店,和歌山県岩出市中迫塚本１４７ミレニアシティ岩出２Ｆ
タイトーFステーションオークワロマンシティ御坊店,和歌山県御坊市湯川町財部１８１番地オークワロマンシティ御坊
スーパーセンターオークワ南紀店,和歌山県新宮市佐野３－１１－１９スーパーセンターオークワ南紀
モーリーファンタジー新宮店,和歌山県新宮市橋本２丁目１４番２３号イオン新宮２階
オークワ箕島店,和歌山県有田市新堂１０－３オークワ箕島
PALO橋本彩の台店,和歌山県橋本市あやの台1丁目50番地2オーストリート彩の台
オークワ高野口店,和歌山県橋本市高野口町伏原１３９－１オークワ高野口
ジョイパーク海南,和歌山県海南市築地１番１スーパーセンターオークワ海南
PALO田辺店,和歌山県田辺市宝来町24-26グルメシティ田辺3F
オークワオーシティ田辺店,和歌山県田辺市東山１－５－１オークワオーシティ田辺
オークワパビリオンシティ田辺店,和歌山県田辺市稲成町新江原３１６５オークワパビリオンシティ田辺
プリッズ田辺店,和歌山県田辺市稲成町３１６５オークワパビリオンシティ田辺Ｃ館２Ｆ
スーパーセンターオークワ上富田店,和歌山県西牟婁郡上富田町朝来１５４－１スーパーセンターオークワ上富田
PLANT-5境港店,鳥取県境港市竹内団地２７６ＰＬＡＮＴ－５境港
パロ境港店,鳥取県境港市竹内団地８１番地３パロ境港
モーリーファンタジーホープタウン店,鳥取県米子市米原２－１－１ホープタウン３階
モーリーファンタジー米子駅前店,鳥取県米子市末広町311イオン米子駅前3階
アミパラ鳥取店,鳥取県鳥取市晩稲１００－１イオン鳥取北２階
セガワールド鳥取,鳥取県鳥取市安長４１６セガ鳥取
モーリーファンタジー鳥取北店,鳥取県鳥取市晩稲１００番１イオン鳥取北２階
モーリーファンタジー鳥取店,鳥取県鳥取市天神町１イオン鳥取２階
アミパラ日吉津店,鳥取県西伯郡日吉津村日吉津１１６０－１イオン日吉津２階
モーリーファンタジー日吉津店,鳥取県西伯郡日吉津村日吉津１１６０－１イオン日吉津
ABCパレード出雲店,島根県出雲市大塚町６５０－１ゆめタウン出雲２Ｆ
ゆめサーカス出雲店,島根県出雲市大塚町６５０－１ゆめタウン出雲東館３階
モーリーファンタジー出雲店,島根県出雲市渡橋町1066イオンスタイル出雲3階
イオン大田店,島根県大田市長久町土江９７イオン大田
セガ松江,島根県松江市嫁島町１２－１５セガワールド松江
ビバーチ松江,島根県松江市東朝日町２０３－１ビバーチ松江
モーリーファンタジー・f松江店,島根県松江市東朝日町１５１イオン松江
ピノッキースパティオ益田店,島根県益田市高津7丁目21-12ゆめタウン益田店内
こころっこ児島,岡山県倉敷市児島駅前2-35天満屋ハピータウン児島3階
ふぇすたらんど中島店,岡山県倉敷市中島２７８０－１マルナカ中島
ふぇすたらんど倉敷マスカット店,岡山県倉敷市松島羽伏１１６３－２マルナカ倉敷マスカット３階
アミパラ倉敷店,岡山県倉敷市西中新田６２４－１アミパラボウル１階
キッズプラザきゃらんど倉敷店,岡山県倉敷市寿町12-2アリオ倉敷2階
セガワールド倉敷,岡山県倉敷市西中新田字八反割５３５－２セガワールド倉敷
タイトーFステーションマルナカ新倉敷店,岡山県倉敷市玉島爪崎９８１－１マルナカ新倉敷
トーマスステーション倉敷キッズゲームコーナー,岡山県倉敷市寿町１２－２アリオ倉敷２Ｆ
パルドスパティオ店,岡山県倉敷市笹沖１２７４－１ゆめタウン倉敷３階
モーリーファンタジー倉敷店,岡山県倉敷市水江1イオンモール倉敷
モーリーファンタジー水島店,岡山県倉敷市水島高砂町３番１１号イオンタウン水島ショッピングセンター１階
ユーズランド倉敷店,岡山県倉敷市水江１番地イオンモール倉敷２階
KODOMOYA西大寺店,岡山県岡山市東区西大寺南１－２－５天満屋ハピータウン西大寺２Ｆ
MrMax岡山西店,岡山県岡山市北区久米３１０－１ＭｒＭａｘ岡山西
こころっこ原尾島,岡山県岡山市中区原尾島1-6-20天満屋ハピータウン原尾島3階
こころっこ岡北,岡山県岡山市中井町2-2-7天満屋ハピータウン岡北3階
こころっこ岡南,岡山県岡山市築港新町1-18-5天満屋ハピータウン岡南3階
ふぇすたらんど平島店,岡山県岡山市東区東平島１６０９マルナカ平島１階
ふぇすたらんど築港店,岡山県岡山市南区築港元町１４－１山陽マルナカ築港
ふぇすたらんど高屋店,岡山県岡山市中区高屋３６－１山陽マルナカ高屋
アミパラ岡山店,岡山県岡山市北区青江１－１３－８アミパラ岡山
アミューズメントプレイス・ギミック・セガ,岡山県岡山市中区藤崎５９９－１２アミューズメントプレイス・ギミック・セガ
イトーヨーカドー岡山店,岡山県岡山市北区下石井２－１０－２イトーヨーカドー岡山
ゲームアイビス岡山店,岡山県岡山市中区高屋３０８番地３フレスポ高屋
セガイオンモール岡山,岡山県岡山市北区下石井１－２－１イオンモール岡山６Ｆ　６０２４－１区画
トイザらス・ベビーザらス岡山店,岡山県岡山市北区岡南町２－６－５２トイザらス岡山
ビックカメラ岡山駅前店,岡山県岡山市北区駅前町１－１－１ビックカメラ岡山駅前
モーリーファンタジー・f岡山店,岡山県岡山市北区志茂石井１丁目２番１号イオンモール岡山４階
岡山ジョイポリス,岡山県岡山市北区下石井２－１０－１岡山ジョイポリス
アミパラ津山店,岡山県津山市河辺１０００－１イオン津山２階
モーリーファンタジー津山店,岡山県津山市河辺１０００－１イオン津山２階
こころっこ玉野,岡山県玉野市宇野1-38-1天満屋ハピータウン玉野3階
アミューズメントパークMG総社店,岡山県総社市門田元屋敷１８７番地天満屋リブ総社３階
アミューズメントパークマルナカ山陽店,岡山県赤磐市下市１３３マルナカ山陽
こころっこポルカ高梁,岡山県高梁市中原町１０８４番地１ポルカ天満屋ハピータウン高梁２階
プレイランド高梁,岡山県高梁市落合町阿部１７００ゆめタウン高梁２階
こころっこアルパーク広島,広島県西区井口明神1丁目16番1号アルパーク天満屋4階
namcoフジグラン三原店,広島県三原市円一町１－１－７フジグラン三原
フジグラン三原,広島県三原市円一町１－１－７フジグラン三原
モーリーファンタジー三原店,広島県三原市城町２－１３－１イオン三原２階
アズロスパティオ店,広島県呉市宝町５－１０ゆめタウン呉３階
イオン広店,広島県呉市広本町２－１７－１イオン広
ピノッキースパティオ大竹店,広島県大竹市晴海１－５－１ピノッキースパティオ大竹
ピノッキースパティオ吉田店,広島県安芸高田市吉田町吉田５９４－１ゆめタウン吉田２Ｆ
セガ尾道,広島県尾道市新浜１－２－１３セガ尾道
フジグラン尾道子供の国,広島県尾道市東尾道１９－７フジグラン尾道
モーリーファンタジー尾道店,広島県尾道市天満町１７－２３イオン尾道２階
namcoフジグラン高陽店,広島県広島市安佐北区亀崎１－１－６フジグラン高陽３Ｆ
namco広島紙屋町店,広島県広島市中区大手町２丁目３－３大手町アニメイトビル１Ｆ
ふぇすたらんど五日市店,広島県広島市佐伯区八幡１－２４－１７サンリブ五日市２階
ふぇすたらんど可部店,広島県広島市安佐北区可部７－４－１３山陽マルナカ可部２階
ゆめＫＩＤＳゆめタウン広島店,広島県広島市南区皆実町２丁目８番１７号ゆめタウン広島
アミパラ広島店,広島県広島市西区西観音町３－１７アミパラ広島
アルティーアルパーク北棟店アルティランド,広島県広島市西区草津南４－７－１アルティーアルパーク北棟２階
セガワールド宇品,広島県広島市南区宇品西３－４フタバ図書ＧＩＧＡ宇品
タイトーステーションフジグラン緑井店,広島県広島市安佐南区緑井１－５－２フジグラン緑井３階
タイトーステーション広島本通店,広島県広島市中区本通３－５タイトーステーション広島本通
タイトーステーション広島紙屋町店,広島県広島市中区紙屋町２ー２－２１タイトーステーション広島紙屋町
ナムコランド広島アルパーク,広島県広島市西区草津新町２－２６－１アルパーク４Ｆ
ビックカメラ広島駅前店,広島県広島市南区松原町5-1
フジグラン広島,広島県広島市中区宝町２－１フジグラン広島
フジグラン緑井,広島県広島市安佐南区緑井１－５－２フジグラン緑井
モーリーファンタジー・f広島祇園店,広島県広島市安佐南区祇園3丁目2-1イオンモール広島祇園3階
モーリーファンタジー宇品店,広島県広島市南区宇品東６－１－１５イオン宇品２階
モーリーファンタジー広島祇園店,広島県広島市安佐南区祇園３－２－１イオンモール広島祇園
楽市楽座広島店,広島県広島市南区段原南１－３－５２広島段原ショッピングセンター７階
namcoゆめタウン廿日市店,広島県廿日市市下平良２－２－１ゆめタウン廿日市３Ｆ
namcoフジグランナタリー店,広島県廿日市市阿品３－１－１フジグランナタリー２Ｆ
おもちゃのあおき廿日市店,広島県廿日市市下平良２丁目２－１ゆめタウン廿日市３Ｆ
フジグランナタリー,広島県廿日市市阿品３－１－１フジグランナタリー
タイトーFステーションゆめタウン東広島店,広島県東広島市西条土与丸１－５－７ゆめタウン東広島４階
ナムコランド東広島店,広島県東広島市西条町御薗宇４４０５フジグラン東広島２Ｆ
ピノッキーランドイズミ黒瀬店,広島県東広島市黒瀬町楢原１００－１ゆめタウン黒瀬
フジグラン東広島,広島県東広島市西条町御薗宇４４０５フジグラン東広島
八本松店ソフトピアAMコーナー,広島県東広島市八本松東３－１１－９
MrMax新神辺店,広島県福山市神辺町川北１５３３フレスポ神辺モール
あみぱらんど福山店,広島県福山市三吉町南２－８－２４あみぱらんど福山
わいわいランド福山店,広島県福山市入船町３－１－６０イトーヨーカドー福山２Ｆ
アミパラ神辺店,広島県福山市神辺町新道上１－２－１アミパラ神辺
アミューズメントパークMGゆめタウン松永店,広島県福山市柳津町１丁目５－７ゆめタウン松永２階
イトーヨーカドー福山店,広島県福山市入船町３－１－６０イトーヨーカドー福山
セガワールド福山,広島県福山市瀬戸町山北３００セガワールド福山
タイトーステーションフジグラン神辺店,広島県福山市神辺町新道上２－１０－６フジグラン神辺３階
トイザらス福山店,広島県福山市東深津町３－２１－４７トイザらス福山
フジグラン神辺,広島県福山市神辺町大字新道上字２－１０－２６フジグラン神辺
福山メトロポリス,広島県福山市一文字町２４－１福山コロナワールド
namcoイオンモール広島府中店,広島県安芸郡府中町大須2-1-1イオンモール広島府中
ふぇすたらんど府中店,広島県安芸郡府中町大須４－２－１０サンリブ府中３階ゲームコーナー
セガ海田,広島県安芸郡海田町南大正町３－３５セガワールドメガ海田
フジグラン安芸,広島県安芸郡坂町北新地２－３－３０フジグラン安芸
フタバ図書TERA広島府中,広島県安芸郡府中町大須２－１－１－３０２２イオンモール広島府中３Ｆ
ふぇすたらんど下松店,山口県下松市南花岡６－８－１サンリブ下松２階
アミュージアム周南店,山口県下松市中央町２１－３西友ザ・モール周南３階
MrMax綾羅木店,山口県下関市綾羅木新町３－２－１ＭｒＭａｘ綾羅木
おもちゃのあおき夢シティ下関店,山口県下関市伊倉新町３－１－１ゆめシティ３Ｆ
ゆめシティゆめパーク,山口県下関市伊倉新町３丁目１－１ゆめシティ
アミパラ下関店,山口県下関市長府才川１丁目４２－４８アミパラ下関
サンゲームス下関店,山口県下関市ゆめタウン2-7
トイザらス下関店,山口県下関市ゆめタウン１－１ゆめタウン長府
モーリーファンタジー下関店,山口県下関市竹崎町4-4-7シーモール4F
モーリーファンタジー光店,山口県光市浅江字木園１７５６－１イオン光２階
VIVACE周南,山口県周南市古市１－４－１イオンタウン周南
カプコンゆめパーク徳山店,山口県周南市青山町1-18ゆめタウン徳山2階
MrMax宇部店,山口県宇部市大字東岐波１５６９－１ハイパーモールメルクス宇部
namcoフジグラン宇部店,山口県宇部市明神町三丁目１番１号フジグラン宇部２Ｆ
ピノッキースパティオ宇部店,山口県宇部市大字妻崎開作411
フジグラン宇部,山口県宇部市明神町３－１－１フジグラン宇部
ザ・サードプラネット山口店,山口県山口市湯田温泉６－８－３ザ・サードプラネット山口
タイトーステーションメルクス店,山口県山口市大字黒川８２－１ハイパーモールメルクス山口
ピノッキースパティオ山口店,山口県山口市大内御堀１３０２－１ゆめタウン山口２Ｆ
ＡＧスクエア小郡店,山口県山口市小郡前田町３－６ＡＧスクエア小郡
namcoゆめタウン小野田店,山口県山陽小野田市中川６－４－１おのだサンパークユメタウン小
ナムコランドおのだサンパーク店,山口県山陽小野田市中川6-4-1おのだサンパーク2F
ピノッキーランドゆめタウン南岩国店,山口県岩国市南岩国町１－２０－３０ゆめタウン南岩国
MrMax柳井店,山口県柳井市駅南１－１１ＭｒＭａｘ柳井ショッピングセンター
フラーボスパティオ店,山口県柳井市南町４－５－３ゆめタウン柳井２階
ふぇすたらんど萩店,山口県萩市唐樋町２－４サンリブ萩
ちびっこらんど長門店,山口県長門市仙崎網田３２２－２フジ長門２Ｆ
PALO防府店,山口県防府市中央町1-3イオン防府3階
SOYUFamilyGameField防府店,山口県防府市鐘紡町７－１イオン防府１階
ピノッキースパティオ防府店,山口県防府市八王子２－６－８ゆめタウン防府
PALO小松島店,徳島県小松島市小松島町領田20小松島ショッピングプラザルピア1階
アミューズメントパフェパレパレ田宮,徳島県徳島市南田宮２－２－４６アミューズメントパフェパレパレ田宮
アミューズメントパークMG徳島店,徳島県徳島市西新浜町１－４５マルナカ徳島２階
セガ徳島スエヒロボウル,徳島県徳島市南末広４－９５－２セガ徳島スエヒロボウル
ふぇすたらんど脇町店,徳島県美馬市脇町拝原１７１１番地１マルナカ脇町２階ゲームコーナー
フジグラン阿南,徳島県阿南市領家町土倉１０フジグラン阿南
ナムコランド鳴門店,徳島県鳴門市撫養町大桑島字すべり岩浜４－９パワーシティ鳴門別棟
namcoフジグラン石井店,徳島県名西郡石井町高川原天神５４４－１フジグラン石井２Ｆ
フジグラン石井,徳島県名西郡石井町高川原字天神５４４－１フジグラン石井
namcoゆめタウン徳島店,徳島県板野郡藍住町奥野字東中須８８－１ゆめタウン徳島２階
おもちゃのイルカ,徳島県板野郡藍住町奥野字東中須８８－の１ゆめタウン徳島
タイトーステーションフジグラン北島店,徳島県板野郡北島町鯛浜字西ノ須８１－１フジグラン北島
フジグラン北島,徳島県板野郡北島町鯛浜字西ノ須１７４フジグラン北島
アミューズメントパークMG志度店,香川県さぬき市志度２４３１番地１パルティフジ志度別棟
ゆめタウン三豊店ＢＩＧＷＡＶＥ,香川県三豊市豊中町本山甲２２番地ゆめタウン三豊２階
ゆめタウン丸亀ＢＩＧＷＡＶＥ店,香川県丸亀市新田町１５０ゆめタウン丸亀３階
タイトーステーション丸亀店,香川県丸亀市川西町南１２８０番地１フジグラン丸亀２Ｆ
フジグラン丸亀,香川県丸亀市川西町南１２８０－１フジグラン丸亀
モーリーファンタジー丸亀店,香川県丸亀市新浜町1-803-2パワーシティ丸亀
マックスプラザ善通寺,香川県善通寺市中村町１７９８－２マックスプラザ善通寺
ふぇすたらんど白鳥店,香川県東かがわ市白鳥１４４－１マルナカ白鳥
SOYUGameField高松店,香川県高松市香西本町１―１イオンモール高松２階
ゆめタウン高松店ゆめランド,香川県高松市三条町字中所６０８－１ゆめタウン高松
アミュージアム高松,香川県高松市伏石町2144-9
アミューズメントパークＭＧレインボー店,香川県高松市多肥下町凹原６３０番地マルナカパワーシティレインボー２階
セガ高松,香川県高松市勅使町５３５セガ高松
トイザらス高松店,香川県高松市屋島西町字百石１９１２－１パワ－シティ屋島２Ｆ
ナムコランド十川店,香川県高松市十川西町６５１－１フジグラン十川別棟
フジグラン十川,香川県高松市十川東町５５－１フジグラン十川
モーリーファンタジー高松店,香川県高松市香西本町１－１イオンモール高松３階
ふぇすたらんど三木店,香川県木田郡三木町氷上482-2マルナカ三木店内
アミューズメントパークＭＧ宇多津店,香川県綾歌郡宇多津町２４１９－１マルナカスーパーセンター宇多津
モーリーファンタジー・f綾川店,香川県綾歌郡綾川町萱原８２２－１イオンモール綾川３階
モーリーファンタジー綾川店,香川県綾歌郡綾川町萱原８２２－１イオンモール綾川３階
ふぇすたらんど今治店,愛媛県今治市馬越町4-8-1イオン今治店3F
タイトーFステーション今治店,愛媛県今治市東村１－７４５－１今治ワールドプラザ
ナムコランド今治店,愛媛県今治市東門町　５丁目１３番１号フジグラン今治
フジグラン今治,愛媛県今治市東門町５－１３－１フジグラン今治
モーリーファンタジー今治新都市店,愛媛県今治市にぎわい広場1番地1イオンスタイル今治新都市2階
楽市楽座イオンモール今治店,愛媛県今治市にぎわい広場1-1イオンモール今治新都市店2階
ふぇすたらんど川之江店,愛媛県四国中央市妻鳥町上樋ノ上１７９５－１イオン川之江２Ｆ
ナムコランド川之江店,愛媛県四国中央市妻鳥町１１３６－１フジグラン川之江２Ｆ
フジグラン川之江,愛媛県四国中央市妻鳥町１１３６－１フジグラン川之江
プリッズ宇和島店,愛媛県宇和島市伊吹町字タカヒ甲９１２フジグラン北宇和島別棟
プラサカプコン新居浜店,愛媛県新居浜市前田町８－８イオン新居浜２階
モーリーファンタジー新居浜店,愛媛県新居浜市前田町８番８号イオン新居浜１階
namcoフジグラン重信店,愛媛県東温市野田3-1-13フジグラン重信店2階
フジグラン重信,愛媛県東温市野田３－１－１３フジグラン重信
アミパラ松山店,愛媛県松山市生石町６５５－１アミパラ松山
セガ松山,愛媛県松山市枝松５－７－３２セガ松山
タイトーステーション衣山店,愛媛県松山市衣山１丁目１８８パルティフジ衣山
バンバン衣山店,愛媛県松山市衣山町１－２４８－１バンバン衣山
ビッグバンアミぷり,愛媛県松山市大街道１－４－１７ＭＧ大街道
フジグラン松山,愛媛県松山市宮西１－２－１フジグラン松山
モーリーファンタジー三津店,愛媛県松山市三津3丁目5番40号ピコア21三津1F
モーリーファンタジー南松山店,愛媛県松山市朝生田町5丁目1番25号ジョー・プラ2F
モーリーファンタジー松山店,愛媛県松山市天山１丁目１３番５号イオン松山３階
